Planta;Operação;Remetente;CNPJ Rem;Cidade Rem;UF Rem;CTRC;DT Emissao CTRC;Nota Fiscal;DT Emissão NF;Qtde Volume;Vlr Mercadoria;Destinatário;CNPJ Dest;Cidade Dest;UF Dest;Tipo Agente;Agente;Dt Inicio Transporte;Agente Resumido;Prev. Entrega;Previsão Atualizada;Previsão Transportador;Condição especial;Cliente Agendado;Tipo Agenda;Cliente Premier;Site/Email/Tel;Acesso/Nome Resp;Data Agenda;Status Agenda;Ocorre Agenda;Data Entrega PR;Data Saida PR;Data Entrega DDA;Data Saida DDA;Data Entrega FINAL;Previsão Agente;Localização;Ocorrência;Detalhamento Ocorre;Resp Ocorre Int;Ocorrência Interna;Data Retorno Planta;Resp Atraso;Motivo Atraso;Ordem Status HUB;Status HUB;Performance Entrega CEVA;Performance Nova Previsão;Status Entrega;Região;Modal;Performance Entrega Agente;Teste1;Teste2;Status XD;Aging;Teste5;Status Congelado;Previsão Congelada;Ocorrência Base Congelada;Status Entrega x Agenda;Lead Time;Chave lead Time;Agente Entrega;Critico;Fil Origem Alfa;Peso Bruto;Peso Liquido;Email;Chave;Meta Operação;Desti Resumido;Status Resumido Agenda;Aging Processo Em Aberto;Status Agenda Resumido 2;Dt Corte;Filial;Data Entrega Final (Tratado);DT Emissão CTRC (Tratado);Performance Entrega CEVA + Transferência
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116954;03/09/2026;890565;01/09/2026;1;3013,38;DHC PECAS E SERVICOS AUTOMOTIVOS LTDA;7,70E+12;CAMPO GRANDE;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;10/09/2026;06/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;769869400;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLCAMPO GRANDE;NORTEX;;;;;nce11@carvalima.com.br;1,16955E+11;0,96;DHC;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116954;03/09/2026;890439;01/09/2026;1;2294,54;DHC PECAS E SERVICOS AUTOMOTIVOS LTDA;7,70E+12;CAMPO GRANDE;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;10/09/2026;06/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;769869400;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLCAMPO GRANDE;NORTEX;;;;;nce11@carvalima.com.br;1,16955E+11;0,96;DHC;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116972;03/09/2026;888423;31/08/2026;1;1068,31;ESTRELA PECAS DIESEL LTDA;1,34E+13;DOURADOS;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;10/09/2026;06/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;1336540400;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLDOURADOS;NORTEX;;;;;nce11@carvalima.com.br;1,16973E+11;0,96;ESTRELA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116972;03/09/2026;890632;01/09/2026;2;925,49;ESTRELA PECAS DIESEL LTDA;1,34E+13;DOURADOS;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;10/09/2026;06/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;1336540400;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLDOURADOS;NORTEX;;;;;nce11@carvalima.com.br;1,16973E+11;0,96;ESTRELA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116986;03/09/2026;890360;01/09/2026;1;678,96;JJJ COMERCIO DE PECAS LTDA;1,54E+13;LAJEADO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;10/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;1540103300;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLLAJEADO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,16987E+11;0,96;JJJ COMERCIO;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03; Lajeado;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;117033;03/09/2026;884928;26/08/2026;1;338,6;ODAPEL DISTRIBUIDORA DE AUTO PECAS;6,11E+13;CAMPO GRANDE;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;10/09/2026;06/01/1900;;Sim;E-MAIL;;"msrecebimento@odapel.com.br ; c.calvis@odapel.com.br";;10/09/2026;Agendado;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;6112354300;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLCAMPO GRANDE;NORTEX;;;;;nce11@carvalima.com.br;1,17034E+11;0,96;ODAPEL;Agendado;6 até 10 Dias;Agendado;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;117033;03/09/2026;889694;01/09/2026;1;170,38;ODAPEL DISTRIBUIDORA DE AUTO PECAS;6,11E+13;CAMPO GRANDE;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;10/09/2026;06/01/1900;;Sim;E-MAIL;;"msrecebimento@odapel.com.br ; c.calvis@odapel.com.br";;10/09/2026;Agendado;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;6112354300;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLCAMPO GRANDE;NORTEX;;;;;nce11@carvalima.com.br;1,17034E+11;0,96;ODAPEL;Agendado;6 até 10 Dias;Agendado;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;117038;03/09/2026;888292;31/08/2026;1;120,79;PACAEMBU AUTOPECAS LTDA;6,13E+13;CAMPO GRANDE;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;09/09/2026;06/01/1900;;Não;;;;;;;;;;;;09/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;6129547300;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLCAMPO GRANDE;NORTEX;;;;;nce11@carvalima.com.br;1,17039E+11;0,96;PACAEMBU;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;09/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;117090;03/09/2026;439772;01/09/2026;1;479,65;AUTO PECAS E DISTRIBUIDORA MODELO LTDA;3,61E+12;CAMPO GRANDE;MS;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;10/09/2026;09/09/2026;06/01/1900;;Não;;;;;;;;;;;;09/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;360866800;;Expedido;;;;;;5;VALINHOSRODOVIARIO LTLCAMPO GRANDE;NORTEX;;;;;nce11@carvalima.com.br;1,1709E+11;0,96;AUTO PECAS;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;09/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116842;03/09/2026;889767;01/09/2026;1;1398,3;AGUILERA COM DIST AUTOPECAS LT;1,27E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://logistica.castrillon.com.br;;11/09/2026;Agendado;0QV8QC;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;1271027400;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16843E+11;0,96;AGUILERA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116842;03/09/2026;887201;29/08/2026;4;2037,9;AGUILERA COM DIST AUTOPECAS LT;1,27E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://logistica.castrillon.com.br;;11/09/2026;Agendado;0QV8QC;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;1271027400;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16843E+11;0,96;AGUILERA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116848;03/09/2026;889097;31/08/2026;1;1511,02;ATACADO UNIAO LTDA;1,24E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;10/09/2026;09/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;1237708000;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16849E+11;0,96;ATACADO UNIAO;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116848;03/09/2026;890368;01/09/2026;1;303,03;ATACADO UNIAO LTDA;1,24E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;10/09/2026;09/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;1237708000;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16849E+11;0,96;ATACADO UNIAO;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116866;03/09/2026;890438;01/09/2026;1;1527,37;AUTOMOB PARTICIPACOES S A;3,57E+13;PALMAS;TO;Agregado;EXPRESSO RIO VERMELHO TRANSPORTES LTDA;03/09/2026;RIO VERMELHO;11/09/2026;10/09/2026;09/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;NORTE;RODOVIARIO;Entregue no Prazo;;3565468800;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLPALMAS;NORTEX;;;;;"operacional.gyn@expressoriovermelho.com.br;marcos.cesar@expressoriovermelho.com.br;goiania@expressoriovermelho.com.br;reversaceva@expressoriovermelho.com.br;reversaceva@expressoriovermelho.com.br;sac.gyn@expressoriovermelho.com.br";1,16867E+11;0,96;AUTOMOB;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;889814;01/09/2026;1;2299,72;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;889999;01/09/2026;1;173,98;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;890415;01/09/2026;1;2397,79;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;890541;01/09/2026;0;1069,57;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;890219;01/09/2026;1;492,3;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;890540;01/09/2026;2;2792,05;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;890065;01/09/2026;1;3995,62;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116879;03/09/2026;890067;01/09/2026;2;2430,23;BORMANA COMERCIO DE AUTOPECAS LTDA;9,35E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Não;;;;;;;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;9352779400;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,1688E+11;0,96;BORMANA;Pendente;6 até 10 Dias;Pendente Agenda;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116896;03/09/2026;888539;31/08/2026;1;107,96;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;PASSO FUNDO;RS;Agregado;TRANSPORTES OURO NEGRO LTDA.;03/09/2026;OURO NEGRO;11/09/2026;10/09/2026;05/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;10/09/2026;Agendado;;;;;;10/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;SUL;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;4;VALINHOSRODOVIARIO LTLPASSO FUNDO;NORTEX;;;;;"pontofocal9@ouronegro.com;clientesespeciais@ouronegro.com";1,16897E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;10/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116902;03/09/2026;890232;01/09/2026;1;583,31;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;11/09/2026;Agendado;;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16903E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116902;03/09/2026;889800;01/09/2026;1;64,21;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;11/09/2026;Agendado;;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16903E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116902;03/09/2026;888550;31/08/2026;1;452,8;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;11/09/2026;Agendado;;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16903E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116902;03/09/2026;888700;31/08/2026;1;139,11;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;11/09/2026;Agendado;;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16903E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116902;03/09/2026;888710;31/08/2026;1;270,08;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;11/09/2026;Agendado;;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16903E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
VALINHOS;RODOVIARIO LTL;EATON LTDA;5,46E+13;Valinhos;SP;116902;03/09/2026;889153;01/09/2026;1;367,24;CIA BRASILEIRA DE DIST AUTO SA;4,26E+13;CUIABA;MT;Agregado;CARVALIMA TRANSP. LTDA;03/09/2026;CARVALIMA;11/09/2026;11/09/2026;09/01/1900;;Sim;PORTAL;;https://app.brautoparts.com.br/;;11/09/2026;Agendado;;;;;;11/09/2026;;Unidade Destino;Entregue normal;;CEVA;Entregue;;;;;;Entregue no Prazo;Entregue no Prazo;Entregue;CENTRO-OESTE;RODOVIARIO;Entregue no Prazo;;4258009200;;Expedido;;;;;;6;VALINHOSRODOVIARIO LTLCUIABA;NORTEX;;;;;nce11@carvalima.com.br;1,16903E+11;0,96;CIA BRASILEIRA;Agendado;6 até 10 Dias;Agendado;=> 01/03;;11/09/2026;03/09/2026;Entregue no Prazo
